Date,Visitor/Neutral,PTS,Home/Neutral,PTS,Winner Name,Loser Name,Winner,Loser
Tue Feb 28 2017,Charlotte Hornets,109,Los Angeles Lakers,104,Charlotte Hornets,Los Angeles Lakers,CHA,LAL
Tue Feb 28 2017,Phoenix Suns,112,Memphis Grizzlies,130,Memphis Grizzlies,Phoenix Suns,MEM,PHX
Tue Feb 28 2017,Utah Jazz,106,Oklahoma City Thunder,109,Oklahoma City Thunder,Utah Jazz,OKC,UTA
Tue Feb 28 2017,Golden State Warriors,108,Washington Wizards,112,Washington Wizards,Golden State Warriors,WAS,GSW
Wed Mar 1 2017,Dallas Mavericks,95,Atlanta Hawks,100,Atlanta Hawks,Dallas Mavericks,ATL,DAL
Wed Mar 1 2017,Cleveland Cavaliers,99,Boston Celtics,103,Boston Celtics,Cleveland Cavaliers,BOS,CLE
Wed Mar 1 2017,Houston Rockets,122,Los Angeles Clippers,103,Houston Rockets,Los Angeles Clippers,HOU,LAC
Wed Mar 1 2017,Philadelphia 76ers,98,Miami Heat,125,Miami Heat,Philadelphia 76ers,MIA,PHI
Wed Mar 1 2017,Denver Nuggets,110,Milwaukee Bucks,98,Denver Nuggets,Milwaukee Bucks,DEN,MIL
Wed Mar 1 2017,Detroit Pistons,86,New Orleans Pelicans,109,New Orleans Pelicans,Detroit Pistons,NOP,DET
Wed Mar 1 2017,New York Knicks,101,Orlando Magic,90,New York Knicks,Orlando Magic,NYK,ORL
Wed Mar 1 2017,Brooklyn Nets,109,Sacramento Kings,100,Brooklyn Nets,Sacramento Kings,BKN,SAC
Wed Mar 1 2017,Indiana Pacers,99,San Antonio Spurs,100,San Antonio Spurs,Indiana Pacers,SAS,IND
Wed Mar 1 2017,Washington Wizards,105,Toronto Raptors,96,Washington Wizards,Toronto Raptors,WAS,TOR
Wed Mar 1 2017,Minnesota Timberwolves,107,Utah Jazz,80,Minnesota Timberwolves,Utah Jazz,MIN,UTA
Thu Mar 2 2017,Golden State Warriors,87,Chicago Bulls,94,Chicago Bulls,Golden State Warriors,CHI,GSW
Thu Mar 2 2017,Charlotte Hornets,103,Phoenix Suns,120,Phoenix Suns,Charlotte Hornets,PHX,CHA
Thu Mar 2 2017,Oklahoma City Thunder,109,Portland Trail Blazers,114,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC
Fri Mar 3 2017,Cleveland Cavaliers,135,Atlanta Hawks,130,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL
Fri Mar 3 2017,Memphis Grizzlies,100,Dallas Mavericks,104,Dallas Mavericks,Memphis Grizzlies,DAL,MEM
Fri Mar 3 2017,Boston Celtics,115,Los Angeles Lakers,95,Boston Celtics,Los Angeles Lakers,BOS,LAL
Fri Mar 3 2017,Los Angeles Clippers,101,Milwaukee Bucks,112,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC
Fri Mar 3 2017,San Antonio Spurs,101,New Orleans Pelicans,98,San Antonio Spurs,New Orleans Pelicans,SAS,NOP
Fri Mar 3 2017,Miami Heat,99,Orlando Magic,110,Orlando Magic,Miami Heat,ORL,MIA
Fri Mar 3 2017,New York Knicks,102,Philadelphia 76ers,105,Philadelphia 76ers,New York Knicks,PHI,NYK
Fri Mar 3 2017,Oklahoma City Thunder,111,Phoenix Suns,118,Phoenix Suns,Oklahoma City Thunder,PHX,OKC
Fri Mar 3 2017,Brooklyn Nets,97,Utah Jazz,112,Utah Jazz,Brooklyn Nets,UTA,BKN
Fri Mar 3 2017,Toronto Raptors,114,Washington Wizards,106,Toronto Raptors,Washington Wizards,TOR,WAS
Sat Mar 4 2017,Los Angeles Clippers,101,Chicago Bulls,91,Los Angeles Clippers,Chicago Bulls,LAC,CHI
Sat Mar 4 2017,Charlotte Hornets,112,Denver Nuggets,102,Charlotte Hornets,Denver Nuggets,CHA,DEN
Sat Mar 4 2017,Memphis Grizzlies,108,Houston Rockets,123,Houston Rockets,Memphis Grizzlies,HOU,MEM
Sat Mar 4 2017,Cleveland Cavaliers,92,Miami Heat,120,Miami Heat,Cleveland Cavaliers,MIA,CLE
Sat Mar 4 2017,Toronto Raptors,94,Milwaukee Bucks,101,Milwaukee Bucks,Toronto Raptors,MIL,TOR
Sat Mar 4 2017,Detroit Pistons,136,Philadelphia 76ers,106,Detroit Pistons,Philadelphia 76ers,DET,PHI
Sat Mar 4 2017,Brooklyn Nets,116,Portland Trail Blazers,130,Portland Trail Blazers,Brooklyn Nets,POR,BKN
Sat Mar 4 2017,Minnesota Timberwolves,90,San Antonio Spurs,97,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN
Sun Mar 5 2017,Indiana Pacers,97,Atlanta Hawks,96,Indiana Pacers,Atlanta Hawks,IND,ATL
Sun Mar 5 2017,Oklahoma City Thunder,89,Dallas Mavericks,104,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC
Sun Mar 5 2017,New Orleans Pelicans,105,Los Angeles Lakers,97,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL
Sun Mar 5 2017,Golden State Warriors,112,New York Knicks,105,Golden State Warriors,New York Knicks,GSW,NYK
Sun Mar 5 2017,Boston Celtics,106,Phoenix Suns,109,Phoenix Suns,Boston Celtics,PHX,BOS
Sun Mar 5 2017,Utah Jazz,110,Sacramento Kings,109,Utah Jazz,Sacramento Kings,UTA,SAC
Sun Mar 5 2017,Orlando Magic,114,Washington Wizards,115,Washington Wizards,Orlando Magic,WAS,ORL
Mon Mar 6 2017,Golden State Warriors,119,Atlanta Hawks,111,Golden State Warriors,Atlanta Hawks,GSW,ATL
Mon Mar 6 2017,Indiana Pacers,88,Charlotte Hornets,100,Charlotte Hornets,Indiana Pacers,CHA,IND
Mon Mar 6 2017,Miami Heat,106,Cleveland Cavaliers,98,Miami Heat,Cleveland Cavaliers,MIA,CLE
Mon Mar 6 2017,Sacramento Kings,96,Denver Nuggets,108,Denver Nuggets,Sacramento Kings,DEN,SAC
Mon Mar 6 2017,Chicago Bulls,95,Detroit Pistons,109,Detroit Pistons,Chicago Bulls,DET,CHI
Mon Mar 6 2017,Boston Celtics,102,Los Angeles Clippers,116,Los Angeles Clippers,Boston Celtics,LAC,BOS
Mon Mar 6 2017,Brooklyn Nets,122,Memphis Grizzlies,109,Brooklyn Nets,Memphis Grizzlies,BKN,MEM
Mon Mar 6 2017,New York Knicks,113,Orlando Magic,105,New York Knicks,Orlando Magic,NYK,ORL
Mon Mar 6 2017,Milwaukee Bucks,112,Philadelphia 76ers,98,Milwaukee Bucks,Philadelphia 76ers,MIL,PHI
Mon Mar 6 2017,Houston Rockets,110,San Antonio Spurs,112,San Antonio Spurs,Houston Rockets,SAS,HOU
Mon Mar 6 2017,New Orleans Pelicans,83,Utah Jazz,88,Utah Jazz,New Orleans Pelicans,UTA,NOP
Tue Mar 7 2017,Los Angeles Lakers,111,Dallas Mavericks,122,Dallas Mavericks,Los Angeles Lakers,DAL,LAL
Tue Mar 7 2017,Portland Trail Blazers,126,Oklahoma City Thunder,121,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC
Tue Mar 7 2017,Washington Wizards,131,Phoenix Suns,127,Washington Wizards,Phoenix Suns,WAS,PHX
Wed Mar 8 2017,Brooklyn Nets,105,Atlanta Hawks,110,Atlanta Hawks,Brooklyn Nets,ATL,BKN
Wed Mar 8 2017,Washington Wizards,123,Denver Nuggets,113,Washington Wizards,Denver Nuggets,WAS,DEN
Wed Mar 8 2017,Boston Celtics,99,Golden State Warriors,86,Boston Celtics,Golden State Warriors,BOS,GSW
Wed Mar 8 2017,Utah Jazz,115,Houston Rockets,108,Utah Jazz,Houston Rockets,UTA,HOU
Wed Mar 8 2017,Detroit Pistons,98,Indiana Pacers,115,Indiana Pacers,Detroit Pistons,IND,DET
Wed Mar 8 2017,Charlotte Hornets,101,Miami Heat,108,Miami Heat,Charlotte Hornets,MIA,CHA
Wed Mar 8 2017,New York Knicks,93,Milwaukee Bucks,104,Milwaukee Bucks,New York Knicks,MIL,NYK
Wed Mar 8 2017,Los Angeles Clippers,91,Minnesota Timberwolves,107,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC
Wed Mar 8 2017,Toronto Raptors,94,New Orleans Pelicans,87,Toronto Raptors,New Orleans Pelicans,TOR,NOP
Wed Mar 8 2017,Chicago Bulls,91,Orlando Magic,98,Orlando Magic,Chicago Bulls,ORL,CHI
Wed Mar 8 2017,Sacramento Kings,104,San Antonio Spurs,114,San Antonio Spurs,Sacramento Kings,SAS,SAC
Thu Mar 9 2017,Cleveland Cavaliers,101,Detroit Pistons,106,Detroit Pistons,Cleveland Cavaliers,DET,CLE
Thu Mar 9 2017,Los Angeles Clippers,114,Memphis Grizzlies,98,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM
Thu Mar 9 2017,San Antonio Spurs,92,Oklahoma City Thunder,102,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS
Thu Mar 9 2017,Los Angeles Lakers,122,Phoenix Suns,110,Los Angeles Lakers,Phoenix Suns,LAL,PHX
Thu Mar 9 2017,Philadelphia 76ers,108,Portland Trail Blazers,114,Portland Trail Blazers,Philadelphia 76ers,POR,PHI
Fri Mar 10 2017,Toronto Raptors,99,Atlanta Hawks,105,Atlanta Hawks,Toronto Raptors,ATL,TOR
Fri Mar 10 2017,Houston Rockets,115,Chicago Bulls,94,Houston Rockets,Chicago Bulls,HOU,CHI
Fri Mar 10 2017,Orlando Magic,81,Charlotte Hornets,121,Charlotte Hornets,Orlando Magic,CHA,ORL
Fri Mar 10 2017,Brooklyn Nets,96,Dallas Mavericks,105,Dallas Mavericks,Brooklyn Nets,DAL,BKN
Fri Mar 10 2017,Boston Celtics,99,Denver Nuggets,119,Denver Nuggets,Boston Celtics,DEN,BOS
Fri Mar 10 2017,Indiana Pacers,85,Milwaukee Bucks,99,Milwaukee Bucks,Indiana Pacers,MIL,IND
Fri Mar 10 2017,Golden State Warriors,102,Minnesota Timberwolves,103,Minnesota Timberwolves,Golden State Warriors,MIN,GSW
Fri Mar 10 2017,Washington Wizards,130,Sacramento Kings,122,Washington Wizards,Sacramento Kings,WAS,SAC
Sat Mar 11 2017,New Orleans Pelicans,125,Charlotte Hornets,122,New Orleans Pelicans,Charlotte Hornets,NOP,CHA
Sat Mar 11 2017,Phoenix Suns,100,Dallas Mavericks,98,Phoenix Suns,Dallas Mavericks,PHX,DAL
Sat Mar 11 2017,New York Knicks,92,Detroit Pistons,112,Detroit Pistons,New York Knicks,DET,NYK
Sat Mar 11 2017,Philadelphia 76ers,100,Los Angeles Clippers,112,Los Angeles Clippers,Philadelphia 76ers,LAC,PHI
Sat Mar 11 2017,Atlanta Hawks,107,Memphis Grizzlies,90,Atlanta Hawks,Memphis Grizzlies,ATL,MEM
Sat Mar 11 2017,Toronto Raptors,89,Miami Heat,104,Miami Heat,Toronto Raptors,MIA,TOR
Sat Mar 11 2017,Minnesota Timberwolves,95,Milwaukee Bucks,102,Milwaukee Bucks,Minnesota Timberwolves,MIL,MIN
Sat Mar 11 2017,Utah Jazz,104,Oklahoma City Thunder,112,Oklahoma City Thunder,Utah Jazz,OKC,UTA
Sat Mar 11 2017,Cleveland Cavaliers,116,Orlando Magic,104,Cleveland Cavaliers,Orlando Magic,CLE,ORL
Sat Mar 11 2017,Washington Wizards,125,Portland Trail Blazers,124,Washington Wizards,Portland Trail Blazers,WAS,POR
Sat Mar 11 2017,Denver Nuggets,105,Sacramento Kings,92,Denver Nuggets,Sacramento Kings,DEN,SAC
Sat Mar 11 2017,Golden State Warriors,85,San Antonio Spurs,107,San Antonio Spurs,Golden State Warriors,SAS,GSW
Sun Mar 12 2017,Chicago Bulls,80,Boston Celtics,100,Boston Celtics,Chicago Bulls,BOS,CHI
Sun Mar 12 2017,New York Knicks,112,Brooklyn Nets,120,Brooklyn Nets,New York Knicks,BKN,NYK
Sun Mar 12 2017,Cleveland Cavaliers,112,Houston Rockets,117,Houston Rockets,Cleveland Cavaliers,HOU,CLE
Sun Mar 12 2017,Miami Heat,98,Indiana Pacers,102,Indiana Pacers,Miami Heat,IND,MIA
Sun Mar 12 2017,Philadelphia 76ers,118,Los Angeles Lakers,116,Philadelphia 76ers,Los Angeles Lakers,PHI,LAL
Sun Mar 12 2017,Portland Trail Blazers,110,Phoenix Suns,101,Portland Trail Blazers,Phoenix Suns,POR,PHX
Mon Mar 13 2017,Chicago Bulls,115,Charlotte Hornets,109,Chicago Bulls,Charlotte Hornets,CHI,CHA
Mon Mar 13 2017,Los Angeles Lakers,101,Denver Nuggets,129,Denver Nuggets,Los Angeles Lakers,DEN,LAL
Mon Mar 13 2017,Milwaukee Bucks,93,Memphis Grizzlies,113,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL
Mon Mar 13 2017,Washington Wizards,104,Minnesota Timberwolves,119,Minnesota Timberwolves,Washington Wizards,MIN,WAS
Mon Mar 13 2017,Orlando Magic,115,Sacramento Kings,120,Sacramento Kings,Orlando Magic,SAC,ORL
Mon Mar 13 2017,Atlanta Hawks,99,San Antonio Spurs,107,San Antonio Spurs,Atlanta Hawks,SAS,ATL
Mon Mar 13 2017,Dallas Mavericks,78,Toronto Raptors,100,Toronto Raptors,Dallas Mavericks,TOR,DAL
Mon Mar 13 2017,Los Angeles Clippers,108,Utah Jazz,114,Utah Jazz,Los Angeles Clippers,UTA,LAC
Tue Mar 14 2017,Oklahoma City Thunder,122,Brooklyn Nets,104,Oklahoma City Thunder,Brooklyn Nets,OKC,BKN
Tue Mar 14 2017,Detroit Pistons,96,Cleveland Cavaliers,128,Cleveland Cavaliers,Detroit Pistons,CLE,DET
Tue Mar 14 2017,Philadelphia 76ers,104,Golden State Warriors,106,Golden State Warriors,Philadelphia 76ers,GSW,PHI
Tue Mar 14 2017,Portland Trail Blazers,77,New Orleans Pelicans,100,New Orleans Pelicans,Portland Trail Blazers,NOP,POR
Tue Mar 14 2017,Indiana Pacers,81,New York Knicks,87,New York Knicks,Indiana Pacers,NYK,IND
Wed Mar 15 2017,Minnesota Timberwolves,104,Boston Celtics,117,Boston Celtics,Minnesota Timberwolves,BOS,MIN
Wed Mar 15 2017,Memphis Grizzlies,98,Chicago Bulls,91,Memphis Grizzlies,Chicago Bulls,MEM,CHI
Wed Mar 15 2017,Utah Jazz,97,Detroit Pistons,83,Utah Jazz,Detroit Pistons,UTA,DET
Wed Mar 15 2017,Los Angeles Lakers,100,Houston Rockets,139,Houston Rockets,Los Angeles Lakers,HOU,LAL
Wed Mar 15 2017,Charlotte Hornets,77,Indiana Pacers,98,Indiana Pacers,Charlotte Hornets,IND,CHA
Wed Mar 15 2017,Milwaukee Bucks,97,Los Angeles Clippers,96,Milwaukee Bucks,Los Angeles Clippers,MIL,LAC
Wed Mar 15 2017,New Orleans Pelicans,112,Miami Heat,120,Miami Heat,New Orleans Pelicans,MIA,NOP
Wed Mar 15 2017,Sacramento Kings,107,Phoenix Suns,101,Sacramento Kings,Phoenix Suns,SAC,PHX
Wed Mar 15 2017,Portland Trail Blazers,110,San Antonio Spurs,106,Portland Trail Blazers,San Antonio Spurs,POR,SAS
Wed Mar 15 2017,Dallas Mavericks,112,Washington Wizards,107,Dallas Mavericks,Washington Wizards,DAL,WAS
Thu Mar 16 2017,Memphis Grizzlies,103,Atlanta Hawks,91,Memphis Grizzlies,Atlanta Hawks,MEM,ATL
Thu Mar 16 2017,Utah Jazz,83,Cleveland Cavaliers,91,Cleveland Cavaliers,Utah Jazz,CLE,UTA
Thu Mar 16 2017,Los Angeles Clippers,114,Denver Nuggets,129,Denver Nuggets,Los Angeles Clippers,DEN,LAC
Thu Mar 16 2017,Orlando Magic,92,Golden State Warriors,122,Golden State Warriors,Orlando Magic,GSW,ORL
Thu Mar 16 2017,Brooklyn Nets,121,New York Knicks,110,Brooklyn Nets,New York Knicks,BKN,NYK
Thu Mar 16 2017,Oklahoma City Thunder,123,Toronto Raptors,102,Oklahoma City Thunder,Toronto Raptors,OKC,TOR
Fri Mar 17 2017,Boston Celtics,98,Brooklyn Nets,95,Boston Celtics,Brooklyn Nets,BOS,BKN
Fri Mar 17 2017,Toronto Raptors,87,Detroit Pistons,75,Toronto Raptors,Detroit Pistons,TOR,DET
Fri Mar 17 2017,Milwaukee Bucks,107,Los Angeles Lakers,103,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL
Fri Mar 17 2017,Minnesota Timberwolves,105,Miami Heat,123,Miami Heat,Minnesota Timberwolves,MIA,MIN
Fri Mar 17 2017,Houston Rockets,112,New Orleans Pelicans,128,New Orleans Pelicans,Houston Rockets,NOP,HOU
Fri Mar 17 2017,Dallas Mavericks,74,Philadelphia 76ers,116,Philadelphia 76ers,Dallas Mavericks,PHI,DAL
Fri Mar 17 2017,Orlando Magic,109,Phoenix Suns,103,Orlando Magic,Phoenix Suns,ORL,PHX
Fri Mar 17 2017,Chicago Bulls,107,Washington Wizards,112,Washington Wizards,Chicago Bulls,WAS,CHI
Sat Mar 18 2017,Portland Trail Blazers,113,Atlanta Hawks,97,Portland Trail Blazers,Atlanta Hawks,POR,ATL
Sat Mar 18 2017,Utah Jazz,86,Chicago Bulls,95,Chicago Bulls,Utah Jazz,CHI,UTA
Sat Mar 18 2017,Washington Wizards,93,Charlotte Hornets,98,Charlotte Hornets,Washington Wizards,CHA,WAS
Sat Mar 18 2017,Houston Rockets,109,Denver Nuggets,105,Houston Rockets,Denver Nuggets,HOU,DEN
Sat Mar 18 2017,Milwaukee Bucks,92,Golden State Warriors,117,Golden State Warriors,Milwaukee Bucks,GSW,MIL
Sat Mar 18 2017,Cleveland Cavaliers,78,Los Angeles Clippers,108,Los Angeles Clippers,Cleveland Cavaliers,LAC,CLE
Sat Mar 18 2017,San Antonio Spurs,96,Memphis Grizzlies,104,Memphis Grizzlies,San Antonio Spurs,MEM,SAS
Sat Mar 18 2017,Sacramento Kings,94,Oklahoma City Thunder,110,Oklahoma City Thunder,Sacramento Kings,OKC,SAC
Sun Mar 19 2017,Dallas Mavericks,111,Brooklyn Nets,104,Dallas Mavericks,Brooklyn Nets,DAL,BKN
Sun Mar 19 2017,Phoenix Suns,95,Detroit Pistons,112,Detroit Pistons,Phoenix Suns,DET,PHX
Sun Mar 19 2017,Cleveland Cavaliers,125,Los Angeles Lakers,120,Cleveland Cavaliers,Los Angeles Lakers,CLE,LAL
Sun Mar 19 2017,Portland Trail Blazers,115,Miami Heat,104,Portland Trail Blazers,Miami Heat,POR,MIA
Sun Mar 19 2017,Minnesota Timberwolves,109,New Orleans Pelicans,123,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN
Sun Mar 19 2017,Boston Celtics,99,Philadelphia 76ers,105,Philadelphia 76ers,Boston Celtics,PHI,BOS
Sun Mar 19 2017,Sacramento Kings,102,San Antonio Spurs,118,San Antonio Spurs,Sacramento Kings,SAS,SAC
Sun Mar 19 2017,Indiana Pacers,91,Toronto Raptors,116,Toronto Raptors,Indiana Pacers,TOR,IND
Mon Mar 20 2017,Washington Wizards,102,Boston Celtics,110,Boston Celtics,Washington Wizards,BOS,WAS
Mon Mar 20 2017,Atlanta Hawks,90,Charlotte Hornets,105,Charlotte Hornets,Atlanta Hawks,CHA,ATL
Mon Mar 20 2017,Denver Nuggets,124,Houston Rockets,125,Houston Rockets,Denver Nuggets,HOU,DEN
Mon Mar 20 2017,Utah Jazz,100,Indiana Pacers,107,Indiana Pacers,Utah Jazz,IND,UTA
Mon Mar 20 2017,New York Knicks,105,Los Angeles Clippers,114,Los Angeles Clippers,New York Knicks,LAC,NYK
Mon Mar 20 2017,Golden State Warriors,111,Oklahoma City Thunder,95,Golden State Warriors,Oklahoma City Thunder,GSW,OKC
Mon Mar 20 2017,Philadelphia 76ers,109,Orlando Magic,112,Orlando Magic,Philadelphia 76ers,ORL,PHI
Tue Mar 21 2017,Detroit Pistons,96,Brooklyn Nets,98,Brooklyn Nets,Detroit Pistons,BKN,DET
Tue Mar 21 2017,Golden State Warriors,112,Dallas Mavericks,87,Golden State Warriors,Dallas Mavericks,GSW,DAL
Tue Mar 21 2017,Los Angeles Clippers,133,Los Angeles Lakers,109,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL
Tue Mar 21 2017,Phoenix Suns,97,Miami Heat,112,Miami Heat,Phoenix Suns,MIA,PHX
Tue Mar 21 2017,San Antonio Spurs,100,Minnesota Timberwolves,93,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN
Tue Mar 21 2017,Memphis Grizzlies,82,New Orleans Pelicans,95,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM
Tue Mar 21 2017,Milwaukee Bucks,93,Portland Trail Blazers,90,Milwaukee Bucks,Portland Trail Blazers,MIL,POR
Tue Mar 21 2017,Chicago Bulls,120,Toronto Raptors,122,Toronto Raptors,Chicago Bulls,TOR,CHI
Wed Mar 22 2017,Indiana Pacers,100,Boston Celtics,109,Boston Celtics,Indiana Pacers,BOS,IND
Wed Mar 22 2017,Detroit Pistons,95,Chicago Bulls,117,Chicago Bulls,Detroit Pistons,CHI,DET
Wed Mar 22 2017,Cleveland Cavaliers,113,Denver Nuggets,126,Denver Nuggets,Cleveland Cavaliers,DEN,CLE
Wed Mar 22 2017,Philadelphia 76ers,97,Oklahoma City Thunder,122,Oklahoma City Thunder,Philadelphia 76ers,OKC,PHI
Wed Mar 22 2017,Charlotte Hornets,109,Orlando Magic,102,Charlotte Hornets,Orlando Magic,CHA,ORL
Wed Mar 22 2017,Milwaukee Bucks,116,Sacramento Kings,98,Milwaukee Bucks,Sacramento Kings,MIL,SAC
Wed Mar 22 2017,New York Knicks,101,Utah Jazz,108,Utah Jazz,New York Knicks,UTA,NYK
Wed Mar 22 2017,Atlanta Hawks,100,Washington Wizards,104,Washington Wizards,Atlanta Hawks,WAS,ATL
Thu Mar 23 2017,Phoenix Suns,98,Brooklyn Nets,126,Brooklyn Nets,Phoenix Suns,BKN,PHX
Thu Mar 23 2017,Los Angeles Clippers,95,Dallas Mavericks,97,Dallas Mavericks,Los Angeles Clippers,DAL,LAC
Thu Mar 23 2017,Toronto Raptors,101,Miami Heat,84,Toronto Raptors,Miami Heat,TOR,MIA
Thu Mar 23 2017,New York Knicks,95,Portland Trail Blazers,110,Portland Trail Blazers,New York Knicks,POR,NYK
Thu Mar 23 2017,Memphis Grizzlies,90,San Antonio Spurs,97,San Antonio Spurs,Memphis Grizzlies,SAS,MEM
Fri Mar 24 2017,Phoenix Suns,120,Boston Celtics,130,Boston Celtics,Phoenix Suns,BOS,PHX
Fri Mar 24 2017,Philadelphia 76ers,117,Chicago Bulls,107,Philadelphia 76ers,Chicago Bulls,PHI,CHI
Fri Mar 24 2017,Cleveland Cavaliers,112,Charlotte Hornets,105,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA
Fri Mar 24 2017,Sacramento Kings,100,Golden State Warriors,114,Golden State Warriors,Sacramento Kings,GSW,SAC
Fri Mar 24 2017,New Orleans Pelicans,107,Houston Rockets,117,Houston Rockets,New Orleans Pelicans,HOU,NOP
Fri Mar 24 2017,Denver Nuggets,125,Indiana Pacers,117,Denver Nuggets,Indiana Pacers,DEN,IND
Fri Mar 24 2017,Minnesota Timberwolves,119,Los Angeles Lakers,130,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN
Fri Mar 24 2017,Atlanta Hawks,97,Milwaukee Bucks,100,Milwaukee Bucks,Atlanta Hawks,MIL,ATL
Fri Mar 24 2017,Detroit Pistons,87,Orlando Magic,115,Orlando Magic,Detroit Pistons,ORL,DET
Fri Mar 24 2017,Brooklyn Nets,108,Washington Wizards,129,Washington Wizards,Brooklyn Nets,WAS,BKN
Sat Mar 25 2017,Washington Wizards,127,Cleveland Cavaliers,115,Washington Wizards,Cleveland Cavaliers,WAS,CLE
Sat Mar 25 2017,Toronto Raptors,94,Dallas Mavericks,86,Toronto Raptors,Dallas Mavericks,TOR,DAL
Sat Mar 25 2017,Utah Jazz,95,Los Angeles Clippers,108,Los Angeles Clippers,Utah Jazz,LAC,UTA
Sat Mar 25 2017,Minnesota Timberwolves,100,Portland Trail Blazers,112,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN
Sat Mar 25 2017,New York Knicks,98,San Antonio Spurs,106,San Antonio Spurs,New York Knicks,SAS,NYK
Sun Mar 26 2017,Brooklyn Nets,107,Atlanta Hawks,92,Brooklyn Nets,Atlanta Hawks,BKN,ATL
Sun Mar 26 2017,Miami Heat,108,Boston Celtics,112,Boston Celtics,Miami Heat,BOS,MIA
Sun Mar 26 2017,Phoenix Suns,106,Charlotte Hornets,120,Charlotte Hornets,Phoenix Suns,CHA,PHX
Sun Mar 26 2017,New Orleans Pelicans,115,Denver Nuggets,90,New Orleans Pelicans,Denver Nuggets,NOP,DEN
Sun Mar 26 2017,Memphis Grizzlies,94,Golden State Warriors,106,Golden State Warriors,Memphis Grizzlies,GSW,MEM
Sun Mar 26 2017,Oklahoma City Thunder,125,Houston Rockets,137,Houston Rockets,Oklahoma City Thunder,HOU,OKC
Sun Mar 26 2017,Philadelphia 76ers,94,Indiana Pacers,107,Indiana Pacers,Philadelphia 76ers,IND,PHI
Sun Mar 26 2017,Sacramento Kings,98,Los Angeles Clippers,97,Sacramento Kings,Los Angeles Clippers,SAC,LAC
Sun Mar 26 2017,Portland Trail Blazers,97,Los Angeles Lakers,81,Portland Trail Blazers,Los Angeles Lakers,POR,LAL
Sun Mar 26 2017,Chicago Bulls,109,Milwaukee Bucks,94,Chicago Bulls,Milwaukee Bucks,CHI,MIL
Mon Mar 27 2017,Oklahoma City Thunder,92,Dallas Mavericks,91,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL
Mon Mar 27 2017,Detroit Pistons,95,New York Knicks,109,New York Knicks,Detroit Pistons,NYK,DET
Mon Mar 27 2017,Memphis Grizzlies,90,Sacramento Kings,91,Sacramento Kings,Memphis Grizzlies,SAC,MEM
Mon Mar 27 2017,Cleveland Cavaliers,74,San Antonio Spurs,103,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE
Mon Mar 27 2017,Orlando Magic,112,Toronto Raptors,131,Toronto Raptors,Orlando Magic,TOR,ORL
Mon Mar 27 2017,New Orleans Pelicans,100,Utah Jazz,108,Utah Jazz,New Orleans Pelicans,UTA,NOP
Tue Mar 28 2017,Phoenix Suns,91,Atlanta Hawks,95,Atlanta Hawks,Phoenix Suns,ATL,PHX
Tue Mar 28 2017,Philadelphia 76ers,106,Brooklyn Nets,101,Philadelphia 76ers,Brooklyn Nets,PHI,BKN
Tue Mar 28 2017,Milwaukee Bucks,118,Charlotte Hornets,108,Milwaukee Bucks,Charlotte Hornets,MIL,CHA
Tue Mar 28 2017,Miami Heat,97,Detroit Pistons,96,Miami Heat,Detroit Pistons,MIA,DET
Tue Mar 28 2017,Golden State Warriors,113,Houston Rockets,106,Golden State Warriors,Houston Rockets,GSW,HOU
Tue Mar 28 2017,Minnesota Timberwolves,115,Indiana Pacers,114,Minnesota Timberwolves,Indiana Pacers,MIN,IND
Tue Mar 28 2017,Washington Wizards,119,Los Angeles Lakers,108,Washington Wizards,Los Angeles Lakers,WAS,LAL
Tue Mar 28 2017,Denver Nuggets,113,Portland Trail Blazers,122,Portland Trail Blazers,Denver Nuggets,POR,DEN
Wed Mar 29 2017,Milwaukee Bucks,103,Boston Celtics,100,Milwaukee Bucks,Boston Celtics,MIL,BOS
Wed Mar 29 2017,Washington Wizards,124,Los Angeles Clippers,133,Los Angeles Clippers,Washington Wizards,LAC,WAS
Wed Mar 29 2017,Indiana Pacers,97,Memphis Grizzlies,110,Memphis Grizzlies,Indiana Pacers,MEM,IND
Wed Mar 29 2017,Dallas Mavericks,118,New Orleans Pelicans,121,New Orleans Pelicans,Dallas Mavericks,NOP,DAL
